Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
27-Sep-19,Very good work environment and learning place,Some policies are not good compulsory maintain ODC hrs,,5,Current Employee,Anonymous Employee,,4,3,5,4,4
27-Sep-19,Good place to work.No work pressure,Nothing to say about cons.,,5,Current Employee,Anonymous Employee,,5,5,5,4,4
27-Sep-19,Work culture is very good and job security 💯,Incriminate is less you can improve the same,,5,Former Employee,Senior Subject Matter Expert,"Gāndhīnagar, Gujarat",5,5,5,2,5
27-Sep-19,Good work place with job security,Nothing much as cons to discuss,,5,Current Employee,Software Engineer1,Thiruvananthapuram,5,5,5,5,5
23-Sep-19,Good company to work with,there is no downside,,5,Former Employee,Anonymous Employee,,4,4,4,5,5
27-Sep-19,"Onsite opportunities, timely salary, Female friendly policies, opportunity to learn new technologies.","Annual appraisal very poor, favouritism",Increase employee rentention by matching up their offered salary package,4,Former Employee,MSBI Developer,,4,5,4,2,3
27-Sep-19,Flexible work times and good team work skills,"TOO much work load, bad cafeteria",,4,Former Employee,Assistant Systems Engineer,Hyderābād,4,4,4,4,4
27-Sep-19,Work life balance is very good,Salary raise is low as compared to other organizations,,4,Current Employee,Systems Analyst,,5,5,4,4,4
27-Sep-19,Job safety good and learn many things,Administration and management Worst need look ground level people,,4,Current Employee,Anonymous Employee,,5,1,5,3,3
27-Sep-19,Banian tree. Excellent HRD. Good HR policy,Stringent policies in Banking operations,,4,Current Employee,Assistant Manager,Chennai,4,3,4,4,3
28-Sep-19,Secured job with good package,Too much challenges in some domains,,4,,,,,,,,
28-Sep-19,Based on projects you'll be learning a lot,Salary hikes are too less,,4,Current Employee,Systems Engineer,Chennai,4,4,4,3,3
11-Oct-19,"work life balance,good employee benefit","politics, for fresher it not good company",,3,Former Employee,Developer,,4,4,3,2,2
11-Oct-19,"Work-life balance
Learning & growth is project-dependent","Difficult in case of project/location change.
Corporate-Politics
Less income as per current market-standards",,3,Current Employee,Systems Engineer,New Delhi,4,4,2,3,3
26-Sep-19,Best employee friendly company. Just retire from here,salary hike is less. banding is poor,,5,Current Employee,Anonymous Employee,,5,5,5,4,4
26-Sep-19,Flexible work hours and stability,"Very low increment , politics and favouritism",,5,Current Employee,Embedded Developer,Pune,5,5,4,5,3
26-Sep-19,Amazing work culture at Tata Consultancy Services,No specific cons while working there,,5,Former Employee,Assistant Consultant,Chennai,5,5,5,5,5
26-Sep-19,Good company culture and work life balance,"Less financial growth,no individual value",,5,Current Employee,Anonymous Employee,Ahmedabad,5,5,4,3,5
26-Sep-19,Very good experience in the company,Nothing as such in the company,,5,Former Employee,Anonymous Employee,,5,5,5,5,5
27-Sep-19,Overall visibility is good in terms of salary hike.,Old people needs to upgrade themselves rather than enjoying the retirement benefits.,People work on people up gradation and provide class room training wrt latest technological advancement.,5,Current Employee,Vmware Administrator,Noida,5,5,5,5,5
27-Sep-19,"Work life balance, learning, exploring new technologies","Salary, grade, canteen, infrastructure, security",,5,Current Employee,Systems Engineer,Pune,3,3,3,2,1
01-Nov-19,good if you are experienced,not recommended to a fresher,,1,Current Employee,Trianee,,1,3,1,1,1
11-Oct-19,"# TATA Brand. # Providing employment to 450, 000 people. # Good employee centric policies. # Easy to get job as a fresher since interview is not much difficult to clear and they recruit in huge numbers. # Good for people who already have a better alternate income source, expecting 9 to 6 secure job with less work, less pressure and treat this job as part-time.","# Very less career growth and very old projects with less or no learning curve. # RMGs completely neglect your aspirations and force you to join some random project. # HRs are there to save managers and not to help employees to solve problems employees face. # Third class mentality managers. They play with your appraisals and promotions. Bootlickers are given good appraisal ratings and promotions. Appraisal system is not transparent and completely biased. Managers waste your time by forcing you to complete some courses which are neither useful to your project not your career aspirations. # Work environment is full of bullying, backbiting and cheap politics but it depends on Manager and Team Lead to certain extent.",,2,Former Employee,Systems Engineer,Chennai,2,2,2,2,1
26-Sep-19,"work life balance ,, no micro management",depnds on some project managers,,4,Current Employee,Anonymous Employee,,,,,,
26-Sep-19,Many opportunities for growth of any career path,No enthusiasm for the personal development of employee,,4,Current Employee,Senior Test Analyst,Mumbai,3,4,3,2,2
26-Sep-19,Exposure to new technologies is plus,Employee growth is quite slow,,4,Current Employee,Anonymous Employee,,,,,,
26-Sep-19,Good working Environment and good teammates.,Allocation of the project should be on the basis interest and skills,,4,Former Employee,Anonymous Employee,,,,,,
26-Sep-19,"There are many projects so u can choose and get into a good project.
Health insurance scheme is very effective.",Freshers must be trained well rather than giving pressure to pass!!,,4,Current Employee,Anonymous Employee,,4,3,3,4,3
26-Sep-19,TCS health insurance is very high. Thats the point employee dont want to change. Job security is huge.,Lots of shift. Shift preference is there but for some time. Night shift and rotational shift are huge.,I dont want to advice anything.,4,Current Employee,Senior Process Associate,Calcutta,2,3,3,5,3
26-Sep-19,TCS health insurance is very high. Thats the point employee dont want to change. Job security is huge.,Lots of shift. Shift preference is there but for some time. Night shift and rotational shift are huge.,I dont want to advice anything.,4,Current Employee,Senior Process Associate,Calcutta,2,3,3,5,3
26-Sep-19,It was my honour to work with such a good organization,No salary increment. Not good for salary,Please a person should get paid according to the performance,4,Former Employee,SAP Security Consultant,Thān,5,5,5,3,5
26-Sep-19,Work life balance and Health insurance,Salary hikes and no other cons,,4,Current Employee,Anonymous Employee,,5,5,4,4,4
26-Sep-19,Job security and versitility in projects,You never end up getting the project that you want,,4,Current Employee,Java Developer,Bangalore,4,4,4,3,3
27-Sep-19,"1) TCS is one of the best companies that will offer you a perfect work-life balance. 2) Opportunities are enormous, you just have to be enthusiastic enough and find your way in the crowd. 3) You may get to work on the latest technologies, but then again show enthusiasm and proactiveness. 4) Good onsite opportunities. 5) Apart from work, you will get to participate in a lot of other extra-curricular activities too.",1) Less increment in salary.,,4,Current Employee,Devops Engineer,Pune,5,5,4,4,3
08-Oct-19,"Good work environment
Less workload and good work life balance","Less hike
Salary is much lower then average",,3,Current Employee,Systems Engineer,"Nāgpur, Maharashtra",5,3,3,2,3
10-Oct-19,Very good work life balance,Falls into comfort zone. Not good compensation benefits . Very less on-site opportunities,Give opportunities to freshers,3,Former Employee,Systems Engineer,Hyderābād,5,4,2,2,2
10-Oct-19,Have so many projects and can relocate to different cities. Work life balance.,Growth is not good. Even if you perform best and get the best hike in that range you will get nothing in hand.,,3,Current Employee,Systems Engineer,Pune,3,4,4,2,3
10-Oct-19,"Work life balance , onsite opportunities, best suitable for experienced candidates.","Not a great company freshers , less hikes .",Encourage and support for associate growth in company. If you treat your employee well then no need to give false promises.,3,Current Employee,Database Administrator,Chennai,4,4,3,1,2
10-Oct-19,"Chilled out company, Learning is good,","Very low shift allowance, Low salary hike",OK,3,Current Employee,Anonymous Employee,Pune,4,3,3,3,3
10-Oct-19,It's good for working culture but technically nothing.9 hours per day work nice.,To upgrade to new technology nothing..,Good.To,3,Current Employee,Senior Systems Engineer,Chennai,4,3,3,3,3
10-Oct-19,Good work life Balance and job security.,less pay scale and visibility,,3,Current Employee,Anonymous Employee,Bangalore,5,5,3,2,2
10-Oct-19,"Easy going
Mass recruiter
Good for freshers-training and all","No opportunity to grow
No projects
Night shifts",--,3,Former Employee,Anonymous Employee,,2,4,2,2,2
10-Oct-19,Work life balance is good,Salary package is less in the market,,3,Current Employee,Anonymous Employee,,,,,,
10-Oct-19,overall its good but don't expect much hike,high percentage is low,,3,Current Employee,Senior Software Engineer,Hyderābād,3,3,3,3,3
10-Oct-19,"Learning environment, Exposure for new things",No encouragement or priority given to employees,,3,Former Employee,Anonymous Employee,,3,4,4,3,3
11-Oct-19,"Less stress, work life balance","Work will be assigned as per the requirement not as per your skill, Salary hike",,3,Current Employee,Anonymous Employee,,,,,,
11-Oct-19,"Advance salary, good transport, leave policy",less salary for 4 years experienced engineers.,,3,Former Employee,Systems Engineer,Bangalore,4,1,3,5,1
11-Oct-19,"Good places to work
Good environment 
Large campus
Good canteen
Onsite","Lots of pressure
No onsite opportunity 
Seniors don't work 
No work life balance 
Hard to leave a project",,3,Current Employee,Systems Engineer,Pune,3,4,3,4,2
11-Oct-19,"1.Job security
2.timings depends on the project 
3. Health insurance is best.",1. hikes given are very low.,Try to retain the talented people.,3,Current Employee,Systems Engineer,Bangalore,3,3,3,2,3
24-Sep-19,Exposure to New tech. Job Security. Good for freshers,Not so great for seniors. promotions are hard to comeby.,"Treat employees like they make a difference, they will",4,Current Employee,Assistant Consultant At TCS,Chennai,3,3,3,3,2
25-Sep-19,Challenging and supporting environment to work.,Getting a good manager is a matter of luck,,5,Former Employee,Systems Engineer,Pune,5,5,4,2,3
25-Sep-19,Nice company and culture,I have not seen till I was working .,,5,Former Employee,Anonymous Employee,Indore,5,5,5,4,5
25-Sep-19,Excellent vision and learning opportunities. Very flexible,Salary may be improved. Promotion is very selective,,5,Current Employee,Service Delivery Manager,Calcutta,5,5,5,3,5
25-Sep-19,"Good exposure
Great work space
Good people","Limited opportunities
Really big chain of command",,5,,,,3,3,5,3,5
25-Sep-19,Good all are ok for this,Not any yet to be identified,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
26-Sep-19,"good, awesome, wow, great, encouraging","Workload, management, hr, slow, laidback",,5,Current Employee,Business Process Lead,Bangalore,5,5,5,5,5
26-Sep-19,"Work life balance.
Benefits.
Working hours.
Management.
Good atmosphere to work.",I have been working with TCS since 5 years and I didn't find anything I have problem with.,,5,Current Employee,Senior Systems Engineer,Hyderābād,5,5,4,4,3
26-Sep-19,Best employee friendly company. Just retire from here,salary hike is less. banding is poor,,5,Current Employee,Anonymous Employee,,5,5,5,4,4
10-Oct-19,"Health Insurance, Campus, Food and other clerical things","I worked in the Automotive Domain for Japanese client
1. No work - means no work at all
2. No work quality - only excel based work
3. After working here your market value will be only 10-20%
4. They wont release you because they are paid for head count so resignation is the only option.
5. HR does not have any stands and all depends upon manager.
6. For IT the things may be different but for Automotive a BIG NO",,2,Former Employee,ITA,Pune,3,5,1,1,1
25-Sep-19,"Got a good team & manager to work
Able to express my views freely",Cab issues which were rectified upon putting forth to the management,,4,Former Employee,Assistant Consultant At TCS,Chennai,4,5,5,4,4
25-Sep-19,Several projects to choose from simple to complex depending on your skill level.,Switching between projects is not easy.,,4,Former Employee,Anonymous Employee,,4,5,4,3,3
25-Sep-19,"1. Good work life balance
2. Lots of leaves (35 in an year)
3. Weekends Off
4. A good reputation outside
5. Perks of being a TATA Employee
6. Job security more than Govt","1. Less Salary
2. Less work quality for workaholic
3. Manager can ruin all your hard work
4. They don`t easily release from projects
5. 3 months notice period","Hike in salary
more quality work instead of politics",4,Current Employee,Systems Engineer,Noida,5,5,5,3,4
26-Sep-19,Job security is good here.,"Less learning, mostly less creative work.",,4,Current Employee,Tata Consultancy Service,,4,4,4,3,3
26-Sep-19,Good for beginners and employee friendly,No much salary hike and less onshore opportunities,,4,Current Employee,Anonymous Employee,,4,4,4,3,2
26-Sep-19,Very good work culture support,"No cons, very good e",,4,Former Employee,Anonymous Employee,Calcutta,5,5,5,5,5
26-Sep-19,Nice environment and good support incase you have problems,"Nothing much to say,decent experience",,4,,,,4,5,4,4,4
09-Oct-19,"A good company to start with, 
You will find recognition,
Facilities like insurance is good, other facilities are good. 
Internal promotions are done","Internal transfer anytime and everytime.
In a year I was transfered 3 times in various projects.
Internal politics management plays which is very bad",,3,Current Employee,Business Analyst,Calcutta,1,4,3,3,2
09-Oct-19,Good for who are lucky and got good project,Downside is RMG where they will not taking person skills and interest into consideration,,3,Current Employee,Developer,Hyderābād,4,5,3,2,2
09-Oct-19,#NAME?,"- long procedures, onboarding to projects takes sometimes to 2 months
- open source work is very less",#NAME?,3,Current Employee,Business Analyst,Bangalore,4,4,4,3,2
09-Oct-19,"Health insurance, flexibility good employee benefits",Salary working hours appraisals Travelling,,3,Current Employee,Anonymous Employee,,,,,,
09-Oct-19,"opportunity to learn, flexible work hours","low pay, annual increment insignificant",,3,Former Employee,Anonymous Employee,,4,3,3,2,3
09-Oct-19,It is a good company,Salary is very less here,,3,,IT Analyst,Bangalore,,,,,
09-Oct-19,Good place to study for something else,"Not much work, very complacent",,3,Current Employee,Assistant Systems Engineer,"Gurgaon, Haryana",3,3,3,3,3
09-Oct-19,There are many policies for the benefit of employee,Depends from project to project to be followed,,3,Current Employee,Developer,Calcutta,3,3,3,3,3
09-Oct-19,Work Life Balance is good,Not much opportunities if you dont find right project,,3,Former Employee,Quality Assurance Analyst,,,,,,
10-Oct-19,"Lots of project
work - life balance","Everything depends on project you are assigned to.
Office politics",,3,Current Employee,Systems Engineer,,,,,,
10-Oct-19,"good for freshers
work life balance","micro management
same work
repetitive tasks
micro management
same work
repetitive tasks",don't do micro management,3,Former Employee,Systems Engineer,Hyderābād,4,4,3,1,2
25-Sep-19,Chill work culture and good work life balance .,Very less salary and hike.,,5,Current Employee,Anonymous Employee,,5,5,3,1,2
29-Oct-19,Good for females who are planning to go on ML and still have a job in hand,"Very less salary, poor management",Deliver the company values,1,Current Employee,Human Resources,Hyderābād,1,1,1,1,1
20-Sep-19,"Work ethics, Salary, policies, culture",Internal job posting is not transperant,RMG should be more strict and try to clear bench associates more robustly,5,,,,5,5,4,5,4
24-Sep-19,One of the best company to work with,Night shifts are not comfortable,,4,Current Employee,Anonymous Employee,Calcutta,,,,,
24-Sep-19,Great place to learn without any bug pressure for fresher given that fresher is ready to learn,Won't be released easily from projects,,4,Former Employee,ITA,Mumbai,4,4,3,3,3
24-Sep-19,work life balance is very good,Package Or salary provided low,,4,Current Employee,Anonymous Employee,,5,5,4,3,5
24-Sep-19,Exposure to new technology and different projects,Long Working Hours in tcs,,4,Current Employee,Systems Engineer,Noida,4,4,4,4,4
24-Sep-19,If you get a good project then it is good.,No surety of project,,4,Former Employee,Assistant Systems Engineer,Bangalore,3,5,3,3,2
24-Sep-19,"Work hours
Access to station
Training
Education sponsorship","Salary
Management
Work life balance
Performance review",Salary increment,4,,,,,,,,
24-Sep-19,Job security is always there.,Hard to shift on new technology.,,4,Former Employee,Systems Engineer,Mumbai,5,5,4,2,5
24-Sep-19,"Wide selection of projects and technologies to work on.
Good facilities","Overcrowded. 
Salaries.
Best for investors and not for employees!",,4,Current Employee,Anonymous Employee,,4,5,5,3,5
24-Sep-19,"Work location and work environment is very good

Excellent employee caring",Salary hike is very low,Please concentrate on employees salaries,4,Former Employee,Quality Assurance Analyst,Hyderābād,4,4,4,2,5
25-Sep-19,Huge range of opportunities. From developer to presales and front end sales. Good learning opportunities.,Hierarchial constraints. Role change constraints.,,4,Current Employee,Presales Consultant,Koch,5,5,4,3,4
25-Sep-19,Best place mange your work and personal life less pressure depends upon your project to,yearly hike is very less as same in other companies like this,management part is good enough,4,Current Employee,Anonymous Employee,,5,5,4,3,4
25-Sep-19,"No pressure, friendly environment, and a good place to learn",Would have to wait on bench for some time,Nothing to say just maintain this.,4,Current Employee,Staff Software Engineer,Chennai,5,5,5,4,4
25-Sep-19,Multiple of projects to work upon and policies are friendly and at the same time job security due to multiple projects,"3 months notice period is very painful, dont know why these ITES companies have 2 and 3 months notice period",,4,Current Employee,Anonymous Employee,Calcutta,4,4,4,4,4
25-Sep-19,Job Safety... Minimum Hike year on year,Role Based Company... Promotion process takes longer time...,,4,Current Employee,Assistant Manager,Chennai,4,4,3,4,4
25-Sep-19,"Good work life balance, not much work pressure","Less salary increment, use of old technology",,4,Current Employee,QA Tester,Pune,5,5,4,4,4
08-Oct-19,"Work is not stressful
Free time to learn technologies or prepare for exams","Not much scope to learn in support projects.
A development project might have learning scope.",,3,Current Employee,Assistant Systems Engineer,Bangalore,3,4,3,2,3
08-Oct-19,"Good work life balance, mainly for women","Less hikes and lack of career growth
Mostly based on the project and Client one works for",,3,Current Employee,Anonymous Employee,,4,5,3,2,2
08-Oct-19,Advisable for a fresher in software development industry,Salary hike is very minimal.,,3,Current Employee,Full Stack Developer/IT Analyst,Chennai,,,,,
08-Oct-19,Onsite Opportunities to US or Europe.,Work is not challenging enough at entry level.,,3,Current Employee,Assistant Systems Engineer,New Delhi,4,3,3,2,3
08-Oct-19,"Salary on time,employee perks,job security","No job satisfaction,non technical work ,no gaining of knowledge for freshers,support projects mainly",First go through skills of employe and based on that allocate to project,3,Current Employee,Assistant Systems Engineer Trainee,Bangalore,3,4,3,3,3
08-Oct-19,exposure if you are lucky,"Management sucks.
you will be a needle in a haystack.",,3,Current Employee,Data Engineer,Pune,4,4,4,2,2
09-Oct-19,TCS is the best company when it comes job security,Very less to learn in some of the project and also there are project which will never leave/release you if you want to,,3,Current Employee,Java,Hyderābād,2,3,4,3,1
09-Oct-19,It's a company for a employee to get settled at an age of 40 n above not for a fresher,No fresher should prefer TCS as a carrier starter.Salaries are very less and they will throw the fresher's to support projects,,3,Current Employee,Cloud Architect,Bangalore,2,4,3,2,4
09-Oct-19,Good work environment . Good learning options in some projects,Don't join if you are fresher,,3,Current Employee,Anonymous Employee,,3,3,2,2,2
09-Oct-19,Best place to work especially for women employees.,RMG is a place where you can choose a project as per your career but that is not what provided by RMG team,,3,Former Employee,Anonymous Employee,,4,4,3,3,4
23-Sep-19,"Good work life balance, Best opportunity to learn & Grow",Slow Growth but over all good place,None.,5,Current Employee,Senior Business Analyst,Noida,5,4,5,4,3
23-Sep-19,"I have an over all experience of 6 years in networking i.e, on Routing and Switching.
I have done my graduation in EEE department. In the previous Organisation I played a role in configuring and maintaince of Cisco routers for the client an UK based Company.
We used to get incidents on mail if there is any link failure, and we will be troubleshooting the link down issues within SLA. We used to plan a new node insertion activities in the live network if any. 
Apart from this
There will be Server Migrations for the few applications.
For that we will be reserving a new ips based on the target VLAN details which were shared by the network controller for the particular appilication and will be raising Virtual ips(VIPS) from banana tool",All good so far....All good so far,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
23-Sep-19,Good place to work as a fresher.,None as of now and it all depends on project.,,5,Current Employee,Systems Engineer,Bangalore,5,4,4,2,3
23-Sep-19,Flexible work environment for employees,No cons of the company,,5,Current Employee,Anonymous Employee,,,,,,
23-Sep-19,Flexible work environment for employees,No cons of the company,,5,Current Employee,Anonymous Employee,,,,,,
23-Sep-19,"Company culture and values , Reputation of key leaders","Salary is on average side, Rigid policies",,5,Current Employee,Information Process Enabler,Hyderābād,4,5,5,5,2
23-Sep-19,Good for beginners and wonderful opportunity,There is no cons just too must people inside,,5,Current Employee,Anonymous Employee,Bangalore,5,5,5,5,4
23-Sep-19,"Wonderful atmosphere
lots of opportunities
Much to learn",Could not think of a con,,5,Former Employee,Assistant Systems Engineer,Mumbai,5,5,5,5,5
23-Sep-19,Feel gud to work in tata consultancy,Good platform to care my career,,5,Current Employee,BPO,Hyderābād,5,5,5,5,5
23-Sep-19,Stable and flexible work environment,Low flexibility to change domain,,5,Current Employee,Anonymous Employee,,,,,,
24-Sep-19,Good company to work for,Not very good for new exciting opportunities,,5,Current Employee,Assistant Systems Engineer,Hyderābād,5,5,3,5,3
24-Sep-19,Work environment is very good,Salaries and hikes are bad here,,5,Current Employee,Software Developer,Hyderābād,3,4,4,3,3
24-Sep-19,Good and balanced work culture.,Won't get good hike even after experience,,5,Current Employee,Plsql Developer,Mumbai,5,5,4,4,3
08-Oct-19,"Working hours good,good start for freshers,it is the biggest it company","Repetitive work,not for talented people",,2,Former Employee,Systems Engineer,,3,3,2,3,2
08-Oct-19,"It all depends on the project you get. If you get a good challenging project, well and good, otherwise it can be difficult to learn anything.",People in power tends to play god. Leads and managers can be too controlling and makes you feel guilty to take the leave. The working hours can be reduced becuase no one would be working for 9 hours productively.,Give more perks to your employees as they are the crux of your organisation.,2,Former Employee,Systems Engineer,,2,4,3,1,1
09-Oct-19,You just have to sit there and work is not so much hardworking,Long working hours short breaks and low salary,,2,Current Employee,Systems Engineer,,,,,,
23-Sep-19,"Good projects
Infrastructure
Onsite oppurtunities
Great for freshers","Less pay
Old technology stack for majority of projects",Increase the hikes,4,Former Employee,Systems Engineer,Mumbai,5,4,4,3,3
23-Sep-19,Good for Work Life balance,Less Opportunity for career growth,,4,Former Employee,Anonymous Employee,,4,4,2,3,3
23-Sep-19,Provides good environment and facility to start our carrier,I have no feedback to share,,4,Current Employee,Anonymous Employee,,,,,,
23-Sep-19,Very friendly work environment.Secure job.,Not much opportunity to learn or growth,,4,Current Employee,Assistant Software Engineer,Hyderābād,5,5,4,5,4
23-Sep-19,Good Learning ang perfect life balance,"NA, not much to speak about",,4,Former Employee,Anonymous Employee,,4,4,4,4,4
23-Sep-19,very good atmosphere to work,poor infrastrucure and no compensations and benefits,,4,Current Employee,Anonymous Employee,,5,5,5,2,4
23-Sep-19,"Good working environment
Good learning experience
Balanced work load","Lesser salary
Quality of work is not satisfying",,4,Current Employee,Assistant Software Engineer,Pune,5,4,4,2,3
23-Sep-19,"Lot of projects, opportunity to learn and work in new/advanced technologies.
More onsite opportunities.",Less Hike for employees. Most of the work will be pushed to freshers.,Appraisal/Hike policy should be improved,4,Current Employee,SAP BI/BW Consultant,Chennai,4,4,4,2,3
24-Sep-19,"Variety of domains to choose from.
Good onsite opportunities.
Good work is appreciated.
Good prospects to learn and grow.",Salary offered is less. Hikes %s also lower than market standard.,Should pay more attention to the team,4,Current Employee,Anonymous Employee,,4,5,4,2,3
24-Sep-19,"Best health insurance benefits
Cross functional skill development","Politics within project
Under valued designations",,4,Current Employee,Anonymous Employee,,5,3,4,3,3
24-Sep-19,Nice to work. Good Environment,Very less yearly hikes. Promotion delays,,4,Current Employee,Anonymous Employee,,4,4,4,2,3
07-Oct-19,Good place to work. Expect Office politics,"Lot of politics, if you are good boot licker then you may progress up in the ladder",,3,Current Employee,IT Analyst,Hyderābād,3,3,3,3,3
07-Oct-19,Work Life Balance and not much brain stroming.,"Less increments, Decrease in knowledge gradually.",,3,Current Employee,Systems Engineer,New Delhi,4,4,3,3,3
07-Oct-19,Flexible working hours and Helpful co-workers,Less salary hikes and Less challenging work,,3,Current Employee,Anonymous Employee,,4,3,3,3,3
07-Oct-19,great working environment with great people and staff.,less working projects and lots of travelling .,,3,Former Employee,Software Engineer,Bangalore Rural,3,4,3,3,3
07-Oct-19,Good work life balance and good value system,Some projects have incapable leadership,,3,Current Employee,Incident Manager,Bangalore,4,4,3,3,3
08-Oct-19,"Cab facility, Shift Allowance for all the shift","Politics, No Career Growth, No work life balance",,3,Current Employee,Anonymous Employee,,3,2,3,2,2
22-Sep-19,Good Work life balance. Good work culture.,Less salary hike. Less recognition.,,5,Current Employee,Project Leader,,,,,,
22-Sep-19,Good Work life balance. Good work culture.,Less salary hike. Less recognition.,,5,Current Employee,Project Leader,,,,,,
22-Sep-19,Good work Life at here in TCS Office.,As such nothing is there.,,5,Current Employee,Senior Process Analyst,Thāne,5,4,5,4,5
22-Sep-19,"Good training opportunities, good employee benefits",Resource allocation can be improved.,,5,Former Employee,ASE Trainee,"Nāgpur, Maharashtra",,,,,
28-Oct-19,I am placed in TCS it good,Nothing to say about tcs okk,,1,Former Employee,Anonymous Employee,,5,5,5,5,5
22-Sep-19,Best in terms of job security.,Management can be more better.,,4,Current Employee,Anonymous Employee,,,,,,
22-Sep-19,Good working environment and high job security,No increment for 3-4 yrs in post and salary,,4,Current Employee,Anonymous Employee,,,,,,
22-Sep-19,"Work environment is good, colleagues are kind and helpful.","Management is poor, lacks technical knowledge.",,4,Current Employee,Systems Engineer,,,,,,
22-Sep-19,"Less work stress, good learning, job security","Less salary, difficult to get into good projects",,4,Current Employee,Systems Engineer,Bangalore,3,4,4,3,2
22-Sep-19,"Best in class training and mentoring
Best place to grow laterally and explore 
Highly passionate Executive Leadership with a vision","No Rehire policy was probably the most foolish decision that a great and forward thinking company like TCS took. If JRD Tata or Ratan Tata were to be apprised of this, they would be ashamed at such a myopic decision making approved by their HR leadership 
The HRs sometimes act very arrogant and in my case also tried to target me for bringing out some inefficiencies in their operations which resulted in high attritions","Revoke No- Rehire policy. Trust me those who come back to TCS after seeing the world will be your greatest evangelists who will stop another 10 from going out.
I worked from the grassroots level in TCS and grew to the level of Senior Manager..so trust me!!",4,Former Employee,Senior Delivery Manager,Bangalore,4,5,3,4,2
22-Sep-19,"* Good experience with multi cultured associated
* Associate friendly office",* RMG department can be more considerate,,4,Current Employee,Senior Quality Assurance Engineer,Hyderābād,3,4,4,3,3
23-Sep-19,Your job is secure and it is just like government,Work pressure and sometimes management may not be good,Show some respect to the analyst,4,Current Employee,Anonymous Employee,,5,5,5,3,1
23-Sep-19,"Great work life balance
Friendly environment
Great oppurtunity to grow","Learning slow
Less increment perks
Mostly support project",Have respect for individuals,4,Current Employee,Anonymous Employee,,4,3,4,4,3
23-Sep-19,Best work place to work,Work from home should be initiated for everyone one a week.,,4,Current Employee,Software Test Specialist,Bangalore,4,5,5,4,4
23-Sep-19,"Employee privileges, compensation, growth, learning",HR department not proper with exit process,Keep it up,4,Former Employee,Processing Associate,Chennai,3,4,4,4,3
06-Oct-19,Work culture is very good,personal Growth is very slow,,3,Former Employee,Anonymous Employee,,,,,,
06-Oct-19,"Job Security
Convenience
Peferences
binded with its own policies an It withstan it :) best part","bad salary growth,
No challenging work
Bad work culture
Improper/No appreciation",Salary Increment is must and No one likes sweet candies of lies.,3,Current Employee,Systems Analyst,Calcutta,3,3,3,3,1
07-Oct-19,"Good work-life balance, flexible working hours depending on project","Extremely low salary growth, no exposure to latest technologies, again depending on project",,3,Current Employee,Anonymous Employee,,5,4,3,2,1
07-Oct-19,"Good company, no work load",Don't appreciate good talent. That's all.,,3,Former Employee,Engineer,Hyderābād,4,3,3,1,1
07-Oct-19,"Good policies and work environment
Good onsite opportunities if you stay long",Less salary hikes. They prefer to hire a new resource at higher pay but cannot increase the pay of an existing employee.,,3,Current Employee,Systems Engineer,Noida,5,4,3,4,3
07-Oct-19,"1. Job security 
2. Friendly Work culture
3. Less work pressure","1. Less payscale.
2. Getting a chance to onsite after 6 to 7 years",,3,,,,4,4,4,3,3
19-Sep-19,: Development project have great learning scope : New technologies as per business 4.0 modules : Helpful and nice team members,:Client have everything under their control as con of service base and luck for type of project,,4,Current Employee,Assistant Systems Engineer,Noida,4,5,4,3,2
21-Sep-19,Good Company with good market cap.,No  as of now.,,5,Current Employee,Anonymous Employee,,4,4,4,4,4
21-Sep-19,"Time flexibility 
No restrictions 
Good hikes
Early promotion 
Best canteen and food
Onsite opportunities 
Virtual learning sessions",No cons here to discuss,,5,Current Employee,IT Analyst,Pune,4,5,4,4,5
22-Sep-19,A place to learn and grow as an individual.,Hike for a individual is less.,,5,Former Employee,Anonymous Employee,Calcutta,5,4,4,4,4
06-Oct-19,Good insurance scheme for you and your family,Less salary hike and less compensation,,2,Current Employee,ITA,Hyderābād,5,3,2,2,2
21-Sep-19,Good Work and personal life balance. Good Learning opportunities and work environment.,Not Good for freshers as salary hike is very low. For freshers my advise would be to work in 2-3 companies till 8 yrs so as u will be hired at handsome package at TCS and enjoy till retirement :),"Play fair with all employees for onsite opportunities(On Rotation), don't rely on few techies who threaten you by putting resignation for onsite.",4,Current Employee,Anonymous Employee,"Gurgaon, Haryana",5,5,4,3,3
21-Sep-19,"Stability for the senior staff, company spends effort and money on re-skilling employees","Poor salary and increments, politics is severe, lesser onsite opportunities for younger employees, RMG leads are completely useless",,4,Former Employee,Consultant,"Gurgaon, Haryana",2,4,4,2,4
21-Sep-19,Good company to work with,Nothing till now. Everything is fine,,4,Current Employee,Systems Engineer,Bangalore,5,5,4,3,4
21-Sep-19,Best service based company with enormous number of clients across the globe. More onsite opportunities compared to other counterparts. Good salary to start as fresher. Lot of opportunities.,"Recent 2 -3 years, Hike % is being very less which demotivates the employees.
Too much process and restrictions for Onsite opportunities in recent times.",,4,Former Employee,IT Analyst,Chennai,2,2,4,4,2
